id,year,popularity
SOYNEII12AB0181DB6,2021,24
SONIQSB12AB0189829,2010,0
SOEBDBO12AC4688712,2010,23
SORHOEV12A81C20F71,2008,3
SOFQGCQ12AB0183609,1994,0
SOJWQIP12A6D4F710A,1997,3
SOYSTDI12A6D4F6500,2000,5
SODRHHD12AB0189F2A,1997,2
SONRLQH12AB017C232,2007,0
SOYMMDY12AB01825B2,2008,1
SORENXV12A6701F61F,2004,10
SOQGFVO12A8C13C8C3,1991,1
SOWHYUG12A58A77FAB,1986,18
SONSPZE12AB01819CE,2001,0
SOQQVQJ12AB0185192,2003,3
SOXSLOL12AB0188039,2020,29
SOAMXQV12AB018775F,1992,0
SOKPFTZ12A6D4FA141,2011,0
SORWMLD12A8C137D1A,2008,18
SOYUFEN12AB018BF99,2011,3
SOCPGVG12AB018AA84,1976,0
SOWHAEF12A8C13EF0C,2010,12
SOEETVW12A6D4F93B8,1989,25
SOQBQWN12AB0186782,2008,2
SOQAHUW12AB0181F04,2007,6
SOHULHF12AB017F6CF,2015,0
SOFWWGY12AB0185BC5,1959,0
SOKLQWF12A8C1423F2,2018,4
SORQLMX12A8C133FCD,2003,8
SOBMHTY12AC9097B7C,2010,1
SOVGBEK12A8C134E04,2009,8
SOEESQT12A8C13C7D5,1998,0
SORJOMF12AB0186F78,2009,26
SOTNBNN12A6D4F6CC7,1989,56
SOZWDHS12AB0188A33,1999,2
SOVZVPT12AB018A59E,1995,0
SOMZWCG12A8C13C480,1994,17
SOUDSGM12AC9618304,2008,10
SOMJBYD12A6D4F8557,2021,43
SOYMRWW12A6D4FAB14,2006,1
SOXVLOJ12AB0189215,1950,40
SOQHXMF12AB0182363,2000,0
SOHKNRJ12A6701D1F8,2003,0
SOXZXXV12AAF3B3A67,2006,0
SOIJXXM12A8C1416D6,1982,22
SOLRYQR12A670215BF,2018,8
SOIRNBO12AC468D207,2009,0
SOVJXVJ12A8C13517D,1991,10
SOQZHMH12A8C13A393,2018,26
SOXNMDZ12A6D4FA20D,1995,3
SOUDHTP12AB0183403,2018,1
SOHXKAN12AC46872F1,1992,2
SOGOJBW12AB018513B,2000,5
SOPNRDT12AB018A2D8,2017,8
SOPUQFS12A8C13DE1E,2021,7
SODLSHA12AAF3B29F2,2015,0
SOIQHDR12AB01896C8,2001,1
SOAGHMH12AB0180285,1998,0
SOUVRGZ12A58A77F90,1961,6
SOOVOKS12AB017EE57,2009,2
SOTWEZZ12A8C142B60,2000,1
SOGYYLE12A8C13E5EA,1984,0
SOITUXQ12AB0183AE9,2000,0
SOBLTSM12A6D4F9EEA,2010,1
SOFRUDU12A8C13A40C,1977,1
SONXLQQ12AB0184B54,2013,68
SOFGQAP12AB0185946,2000,0
SOVDDWO12A6D4F9A78,2014,0
SORGLCR12AB0184B69,2004,0
SOVQZYP12A8C144692,1993,12
SOOQHNV12AB0186CD4,2007,0
SOTHWPG12AB018C90E,2007,0
SODJUNF12A8C13337F,1998,1
SOIUGDX12A6D4FDECA,2010,1
SOSEJIQ12AB017E7EB,2007,0
SOVZBDR12A6702012E,1999,7
SOCCQIQ12A8C13C76B,1998,2
SODBMZD12A8C134232,2018,18
SOMXWXQ12AC3DFA002,2018,40
SOOPUTF12AB018DFAA,2010,0
SOPWKSS12AC468E659,2016,20
SOLLHMX12AB01846DC,1998,0
SOZCTXZ12AB0182364,2009,0
SOOLYAZ12A6701F4A6,2005,10
SOVYKGO12AB0187199,1961,0
SOZQDIU12A58A7BCF6,2008,0
SOGXHEG12AB018653E,2010,1
SOPSWQW12A6D4F8781,2005,11
SOHGKJW12AC468A8BD,1975,6
SOVXMTN12A8C135A18,1999,8
SOOGFBZ12AC3DF7FF2,1997,0
SONQBUB12A6D4F8ED0,2016,12
SOJXVAH12A8C139700,2007,6
SORSECL12AB0182267,2021,1
SOYHNTG12A6D4F5703,2007,38
SOGBJSK12AB018D052,2000,0
SOHGAJH12A6D4F8F58,1968,1
SOCTSJA12AC9618325,2009,0
SOTYCYE12AC468AA08,2010,0
SOSTFTW12A8C13B84A,1994,4
SOGDFIT12AB018528B,1971,14
SOOZKNQ12A6D4F6FD4,2000,0
SOOIZTH12AB018C12E,2009,30
SOMISOP12AC468D9D5,1995,0
SOMBQEO12A8C135018,2005,0
SOKZTUH12AB018B938,2010,10
SOKHVZO12AB0184C4D,2010,0
SOQDTZG12A8C1442E3,1989,2
SOQPJUL12AB0189379,2010,5
SOCQJBX12AF72AA6F2,2000,0
SOIKVVS12AB0184063,1991,6
SOMCCPJ12A8C142B6B,2008,0
SOVKCDB12A6D4FB2AB,2019,1
SOMZCVH12AB0182B8E,1997,1
SOTNTNJ12AAA15FBD6,2003,4
SOYWZTU12AB0180E26,2000,1
SONXJBL12AAF3B2C0C,2003,0
SOFGHAM12AB0186412,2010,5
SORAMLE12AB017C8B0,2010,0
SOBEBDG12A58A76D60,1964,0
SOWTBJW12AC468AC6E,2010,0
SOMUYGI12AB0188633,2008,21
SOZVMJI12AB01808AF,2009,0
SOILPQQ12AB017E82A,2001,0
SOKEJEJ12A8C13E0D0,1998,2
SOUQQEA12A8C134B1B,1989,3
SOEHWGF12A6D4F8B2B,2005,81
SOEWQYW12AB0183FDE,2006,1
SOIPNSZ12A8C144128,2000,1
SOHDDHR12AB0183552,1998,0
SOGXFIF12A58A78CC4,2010,1
SOOZLTC12A6D4FBE91,1995,1
SOOODKC12AB018462F,2009,7
SOPBKEB12A6D4FD777,1999,0
SONWQQX12AC3DF6762,2002,0
SOCVDYI12AC4687DDB,2011,11
SOCGURJ12AB0182AEE,1973,9
SOMJPML12A8C13D74E,2001,0
SOQCHGV12AC4688FC6,1983,32
SOLGRUN12A8C140543,2007,0
SORHXYU12A8C13716B,2010,1
SOEGTAN12A6D4F8726,2006,0
SORJXPY12AB0182839,1981,1
SOQKKPE12A8C13C2CD,2008,49
SOITEVV12A6D4F5969,2004,0
SOWNSZY12AB0180BCF,1997,12
SOWDEPU12A8C137B14,2007,0
SOSGQPS12A8AE48538,2008,73
SOBNTXB12A8C1428BA,2009,0
SONTBYD12A58A77A29,2008,0
SOJVWBA12AB018C326,2010,0
SOGJSEF12AB01847D4,2009,0
SOGBRIU12A582A214C,2005,0
SOGGYSM12A58A79111,2006,0
SOGVRHK12A8AE47FFB,1994,2
SOZINBT12AB017F5D0,1999,0
SOSNZGD12AB0186296,1995,6
SOXBYPK12AB018B86E,2002,0
SOTZYEK12AC468911E,2019,14
SOKTTAS12AB0182418,1996,2
SONXDIC12A8C1377FE,2013,4
SOPMEON12A81C1FDB9,1988,5
SOBNOBG12A6D4FB54B,1965,4
SODDLAZ12AB018350A,2011,1
SOCGNBW12A8C14117F,2000,2
SOXRRIP12AC4686877,1992,0
SOISGJD12A8C144775,1977,0
SOMWNSA12A8C1343F1,2020,11
SONLCJU12A58A7B69C,2000,3
SOEULPB12A8C136DDF,2006,0
SONBZKG12AB0187337,2008,6
SOMKDZN12A8C144D1E,1969,17
SOHMOLH12A8C141C40,2008,0
SOJCYIP12AC3DFA13C,2021,24
SOKENHI12A8C1420D3,2009,0
SOKUHGH12AB017FB12,2004,2
SOCOQSE12A8C13D17B,2017,0
SOJFRZB12A6D4F92E2,2007,1
SOKQDCA12A8C13CDEF,1992,2
SOOFXBB12A8C137FF8,1982,13
SOMFZZQ12A8C13AB56,2006,23
SOZOGUO12A8C13BD9E,2008,0
SORFXPG12AB0182E21,2022,31
SOUSGHY12A8C13581E,2009,3
SOWDPOU12AB018495D,2020,20
SOBDZUW12A8C13ED88,2014,0
SOSLCNE12AB018566F,2000,15
SOUFZNH12A8C13F572,1995,0
SOLPNNU12A8C13CA04,2014,65
SOOKDUJ12AB018BB67,2010,0
SONWURF12A8C134ABD,2006,0
SOLTYUO12A8AE4758A,2007,0
SOJITMV12A6D4F7A00,1993,6
SOVLDMX12A8C141DB5,1992,43
SOKQZYR12AB0182223,1984,5
SOEIZWQ12A6D4F8E21,2000,0
SOLWWCO12A58A77015,1977,1
SOHEORL12A6D4F7EF6,1998,12
SOKLWWG12AB018A824,2017,2
SOVCWYN12AB0181888,1995,0
SOKSIRH12AB017FDCB,2008,0
SONWYRE12AB0181366,2008,26
SOBWLUO12A58A7DF7E,1995,0
SOVFVSB12A8C1384CC,2006,0
SOEBDOO12AB01868CA,2008,0
SOZUQAZ12A81C21E0D,2007,10
SOCIFJJ12A8C13F98C,1993,0
SOQCUBJ12A8C13FEC6,2012,11
SOJFIUP12AB0187346,2005,21
SOBDCSO12AB017F02D,2007,0
SOWYALW12A8C136BE6,2001,1
SOGFFYV12A8C138D74,2005,39
SOHPDWN12AAA15E9AF,2003,7
SOVWHFZ12A8C14489D,2009,4
SOVWFNE12A8C13FF36,1999,0
SOHQPWP12A58A7986C,2013,0
SOEKRSK12A8C13CFB2,1990,14
SOLMPMK12AC468B131,2004,20
SOQZISQ12AC4689482,2000,0
SOWPIEE12AB0188A9D,2000,0
SOTYVNV12AB017CB2E,2000,0
SOZOEYQ12A8C1406E3,2008,1
SORQNTS12AB018C1E1,1992,19
SOQAQJG12A67020725,2005,16
SOVHFTL12AB018797C,2006,7
SOOUKOB12A8C13C30B,1997,5
SOXFNMQ12A81C203E0,2007,1
SOWRNMP12A8C13E4FD,1988,14
SOEWSSK12AB018083E,2001,5
SOGNDHO12AB017D71F,2021,16
SONNXDI12AB0186816,2009,0
SOAWMQC12AB0184136,2022,39
SOBMCVB12A8C1385CB,2000,6
SOGOHFY12A8C136F9C,2000,6
SOQWDSR12AB01850B6,2007,8
SOPJETO12AB017BDAF,2021,23
SOTWAJH12A6D4FA397,2022,17
SOKYCTE12AB0185FE3,2013,0
SOOFGYY12A8C13A8DF,2008,0
SOZDOYP12A8C13ABDF,1999,0
SOGTVGQ12A8C13952B,2008,0
SOBVMXR12A58A7AE67,1961,1
SOMYTZI12AB0185326,2004,0
SOPNINI12A58A7E304,2002,0
SOJEWUE12A8C1437CD,2002,0
SOWDDNA12AB0186074,1990,6
SOWXIQN12AB01862EE,2020,18
SOBIHSR12A8C139F30,2007,1
SOGCCYM12A8AE4705B,1987,3
SOLUUOH12AB0189769,2001,10
SOXATHC12AC909720F,2021,19
SOWDBUH12A8C138B73,2001,17
SOYOKOS12AB0181059,2008,0
SOCISCT12AB0180021,2004,0
SOBJLED12A8C14108C,2009,5
SOMGNAS12A6D4FA805,1982,5
SOGQWRF12AB0185E0B,2008,0
SOBCJVI12A8C14220B,2002,0
SODPOUC12AB01890EF,2000,12
SOQNZJZ12AB01823AE,2004,8
SOKVBXA12A6D4F89AF,2017,0
SOOZPUG12A8C132EDD,1995,0
SOCLPMP12A81C2354B,1994,41
SOSCKDQ12A81C22BA4,2020,32
SOUSNTL12A6D4F7CE9,1993,6
SOSQYCZ12AF72A1A14,1992,6
SOSAIYU12AB01859D8,2009,3
SOJUORK12A8C143BE5,2008,7
SOIKXDG12A8C13E7E1,2019,20
SOIXMRD12AC468E1EB,2010,0
SOBPYWO12A8C133A1A,2000,3
SODRLXB12AB017B14B,1998,3
SOBZOHA12A8C135417,1974,1
SOMDMNB12A6D4F49A2,2000,2
SOQJWZI12A8C140181,2006,24
SOBQQCL12AB0180A33,2008,4
SORXZTM12A8C133942,2017,0
SOBOBPP12A8C12FFCE,1999,0
SOMMQQU12AB0180EBF,2020,16
SONNVKK12A8C13CFBC,2006,0
SOLKFAE12AC468D495,2008,9
SOCUCXE12A6D4F2C3F,1995,0
SONUEAD12A6D4F908B,2020,27
SOJOMNL12A6D4F872E,2005,0
SOZBPIC12AB01813B0,1994,0
SOLYAYO12A8C13C04D,2008,26
SOKFCJJ12A67ADA72B,1977,21
SOBPURV12A81C2286A,1993,0
SORYCLC12A582A293D,2008,0
SOQBAMF12A58A80B7E,2021,3
SOUGQQJ12AC46884C2,2016,49
SOLQMCQ12AB018E469,2009,0
SOSHWJO12A8C141A67,2020,2
SOKSVLC12A8AE47DAD,1997,0
SODNYLM12AB0180D14,2018,17
SOWMUUZ12A8C133F2A,2005,0
SOKHDOO12AB01825E3,2002,49
SORMDIB12AB018C316,2005,0
SOGOBGK12AF72A633B,2000,19
SOWABTJ12AB0182291,2001,0
SOLRLAT12AB0183EE0,2009,2
SOCOOQH12A6D4F808E,1998,24
SOBAQFM12AB018BE98,2010,0
SOCNFNC12A8C133E6D,2003,0
SOWCAGK12AB0183BE5,2015,54
SOQZHOG12AB0184B8E,2005,4
SOZQJVN12AB018DC00,2010,14
SOOUISU12A6701FBD7,1998,17
SOSYPFY12A58A7BF1D,1990,9
SOXIVDK12AB018BAF4,2012,6
SOAZQML12A8C136B66,1995,1
SOCMVJL12AB0181221,2003,0
SODIQMY12A8AE4670F,2011,8
SOSXSIN12AB0180963,2000,6
SORDUJI12AB0183D3F,2010,76
SOYFOXO12A6D4F6C8B,2022,14
SOGSJIP12AB0185929,1998,1
SOBCLZT12AB017F960,1997,1
SOKATUR12A6D4FA32D,1999,0
SOEAKUA12A6D4F624B,2011,2
SOJVZZA12A58A79CC3,2005,13
SOLRPAE12A8C144522,2008,0
SOGWNDQ12A58A7A20D,2018,4
SOKRSWC12AB017D0E2,1990,0
SOMHYXD12A8C1354D4,1999,1
SOFNVDO12AB018735E,2011,2
SOZRCYC12AB0188FA8,2009,8
SOKTKGY12A8C13F3AD,2021,3
SOVAIGA12AB0184498,2005,0
SOHZPTV12AC4686D44,2008,1
SOJZSIH12AB0186BB1,1994,0
SOZWCRH12AAF3B55D9,2003,0
SOPFJAT12AC468C9D8,2011,1
SONKGNH12AB017D33A,2009,0
SOSNRYZ12AC3DF7701,2007,0
SOTYVIX12AB0188492,2009,2
SOPOJXE12A6D4FA9BA,2006,0
SOBYYOX12A8C13FE6A,2007,5
SOWVTCS12AC468543B,2000,0
SOSCSUO12A58A80530,2020,26
SOBDGYX12A8C135C37,2005,23
SOGORRZ12AB0183975,2012,5
SOPQGHM12A58A792A6,2005,0
SOHAKWP12AB01841E0,2009,1
SOGSQEE12AC4687265,2009,8
SONDPIA12A8151CE96,1980,12
SOWQIEL12A6D4FA13E,1976,6
SOYUGXJ12A8C139914,1982,15
SOBHCDK12A8C13864B,1998,0
SOWLZOP12AB0188E36,2005,0
SOFPXNL12AB018498A,2006,0
SOHFKWF12A58A77C02,2010,2
SOGZMFD12A8C13FE4D,2008,1
SOEEGLD12AB0188039,1997,0
SOILWZV12AB017BBAA,2006,0
SOXEVTP12A8C1409F5,2005,0
SOVMEBZ12A8C134A44,2006,1
SOWJFLR12A6D4FBF97,2003,0
SOVPWAB12A8C13BBA8,2001,20
SODBJKJ12AB0183292,2018,29
SOSAOKB12A8C14605C,1989,5
SOHLFAO12AB0189832,2008,0
SOAMDMA12AB0186434,2007,0
SOPVCLO12A58A7D89C,2018,41
SOEBBWH12A6D4F8016,1990,37
SOEZWYI12AC4686705,2022,22
SOQTZWV12A6D4F9D54,2006,2
SOVJPYN12AB017FA80,2007,0
SOWQWTJ12A58A77081,1976,0
SOWDFME12AB018547F,2017,18
SODRXYW12A6D4F956E,1984,5
SOOLJYX12AB018FE92,2005,0
SOKQANC12AB0184D1E,2021,36
SORXGOR12A8C139139,2011,35
SOJRXUV12A8C136CA0,2013,0
SOJDPPG12A8C134780,1960,4
SONNUHH12A8C133376,2003,0
SOHNHEF12A8AE47210,2004,1
SOQKIOE12AB017C818,2010,24
SOJFDTQ12A8C140F90,1994,0
SOOMQYS12A8C141F23,2014,0
SOQNELE12AB0187B0A,2020,7
SOSWAAA12A58A7CE6B,1999,5
SOOHGVW12A8C1449BB,1974,9
SOUVFBG12A58A7B0DC,1996,1
SOEWTMM12AB018A9FF,2005,1
SONWQGF12AB018719A,1980,6
SOVAGPJ12AB017E892,2008,6
SOHDLOZ12A6D223A7A,2003,0
SOFBBQY12A6D4F67B6,2001,1
SOHQXIF12A8C13FEAD,2016,32
SOCIBOU12AB0183541,2011,22
SOXFQVO12AC3DF99ED,1986,16
SOZIIMQ12A8C13700E,2013,1
SODMUKC12AB017E2F3,2007,3
SOVYJHX12AB017F591,1985,1
SOBRRQI12AB017E0A0,2021,12
SOWOSII12AB01858A0,2021,15
SOJCCCM12A8C130021,2007,0
SOLJCRC12AB01806CF,2008,10
SODHEMN12A8C13E1D2,2022,27
SOBSEPQ12A6701FD9E,2010,0
SOOGMXN12A8C13954F,1994,57
SOLGTDL12A58A7DC29,1972,1
SODMTUR12A8C13C8A4,1990,3
SOPBHMH12AB018252F,2012,31
SOYYBGR12A8C140F1A,2008,0
SOJHRLU12A6701EB67,1996,24
SOHGHMH12A67020155,2000,7
SOGKFXJ12AB01831BB,2012,22
SOQCBZS12AB018B8C1,2007,0
SOEEAEI12A8C1465B4,1992,6
SOLUUHX12A8C136926,1989,3
SOKGHNS12AB0185DB0,1980,1
SOFCZGT12A8C13918D,2007,31
SOFEBHT12AB0188E7E,2002,5
SOTIGFM12AB018A3E7,1961,0
SOHJXOB12AB018627B,1995,11
SOMQRBU12A8C130DE1,1999,0
SOMAWEN12A6D4FC37F,2010,18
SOTLXEX12A6D4F96EA,1987,13
SODYNOZ12A8C13D20D,2013,0
SOJCRUU12AB018BE8A,2008,0
SOPDODI12A8C13B53C,2007,2
SOGTZDE12AB017E44A,1998,3
SODATWH12AC46887D9,1998,6
SOLWGUJ12A8C13908A,2012,0
SOAGWHY12A679C80A8,1994,36
SOHSHQH12AB0184AA4,2000,8
SOCOHHK12AC9071950,2022,53
SOPXLMX12AB01884D1,2010,0
SOUBBVK12A8C1344A6,2002,0
SOYCNWG12A6D4F88A2,1987,4
SONNLIQ12A8C133D9A,2008,1
SOVXTIS12AB017C9FB,2007,0
SOKHLSU12A58A7EDF0,1966,0
SOJSPSR12A5891FFB9,1976,39
SOAQLNO12A8C136D80,2004,0
SOMZSRE12A8C144B1B,2004,12
SOANXQX12A6D4FCB23,2007,0
SOJLDJL12A81C238A0,2010,0
SOLMGPP12A6D4FAB9E,2011,28
SOBNILM12A8C13A1EB,2004,13
SOGPUOJ12A6D4FA654,1997,11
SOQDVVL12A8C134181,1979,3
SOUBHVV12A8C1337EE,1998,0
SOCLHYJ12AB01820D4,2019,12
SOKCIGV12A6D4F810B,2006,1
SOFVMAQ12AB018182D,2012,7
SONUAHI12AC468C21D,2006,23
SOSLBDO12AB018117E,2009,0
SOKHSGF12A8AE4775D,2006,0
SOZNGXX12AB018607B,1990,1
SORLYZU12AB017CE89,1988,37
SOHVUCD12AB017F5E9,1992,0
SOLTTJA12A8C13FC12,2005,14
SOSBJIU12A8C1345E7,2003,4
SOQJEKO12AB018700E,2022,25
SOKPPXC12A8C13AACE,2008,1
SOLXEVV12AB0181AB4,2009,10
SOYNSUU12AB01838B2,2005,0
SOKWGBG12AC4685CBC,2010,4
SOIGUEG12AB017DCDA,2005,0
SOACOTR12A8C13753B,2003,0
SOPQUHV12A8C143FB2,1990,22
SOQEYUG12A8C1427A1,2007,0
SOLCPUF12AC468E0B3,2009,2
SOJQZKY12AB018BEEF,2020,36
SOBBTBP12AB017CC42,2010,20
SOETZNT12A8AE46467,1999,0
SOSLEEL12A8C130C5D,2003,0
SOOWFTN12AB0184778,2005,0
SOEXIYD12A58A7D818,1991,1
SOILAOQ12AB01894C9,1990,8
SOZUVDO12A6D4F7695,1966,4
SOUOETK12A58A7B18D,1974,8
SOJMWFE12A8C139C13,1990,11
SORUIOA12A8C13F7CE,2011,26
SOCCEGY12A8C1455F8,2009,0
SOBFOYA12A6D4FB36C,1989,47
SOUXCFT12AB01846C9,2006,5
SOOUUAW12AB0187CFD,2006,0
SOODQDR12AB0181456,2008,11
SOEPZDK12A58A7C033,2008,20
SOYIRYT12A6D4F9B3E,2011,13
SORAXQJ12A8C1333AA,2014,4
SOWOACC12AB0181FCC,2002,17
SOGPMNP12AB0186B39,2020,2
SOUOJUC12AB017CF7E,1994,0
SOKRLXS12AB0183E51,1998,0
SOWJDTP12AB018715D,1998,0
SOEHDUX12AB0187C5A,2007,0
SOUCLBZ12AB0182A5A,1999,0
SOWMYVP12AB017BB47,2010,0
SOBABBA12AC468ADD9,1994,0
SOLLQHF12A8C13FC20,2007,13
SOOFGBS12AB017F30A,2008,26
SORLQLI12A8C1373BB,2003,0
SOPDIKM12AB017E911,2014,0
SORYDTU12AB0184426,2018,5
SOEZUVC12AB0187534,1991,5
SOVJBXW12AB017FE32,2005,0
SORVOHB12A81C24347,1999,20
SOTKBLS12AB01818BC,2004,0
SOSMXVN12AB01850E9,1956,17
SOTRVOZ12A6D4FB91C,2002,6
SOBHRGE12A8C13C81D,1992,36
SOKNLLQ12A8C13F42B,2006,1
SOHFJCZ12CF533CFBB,2006,64
SOHAXAJ12AB0187327,1995,13
SOFUNMA12AB018636A,2022,26
SOYQOTZ12A6D4FCD86,2001,10
SOMBLEC12A6D4F5761,2007,2
SOCPFPB12AB018C6F6,2000,9
SOLZFRY12A8C13BDF3,2016,13
SORTPSA12A67ADBFE2,2021,23
SOJVHYM12A8AE4659A,2021,32
SOUWVXK12A8C13CAB9,2006,1
SOEBRRS12AB0184BDC,2010,4
SOLNOMM12A8C132AD8,1975,2
SOJTMEQ12AB0188BB7,1990,0
SOHUKWF12A6D4FA598,2013,44
SOXDVNH12A8C1392C0,2010,0
SOTIXNQ12A58A77E78,2009,24
SOEBCQH12A8AE46E5C,2007,17
SOKJLTF12A6701F927,2016,0
SOAGIPB12AB0181E21,2009,8
SOFPDFR12A8C136ACA,2019,8
SOSZPZP12A58A7E624,1996,0
SOFKQMM12A8C137176,2003,1
SOSQILZ12AB0185AFB,1999,0
SOTWTSO12A8C142128,1968,3
SOOUGMQ12A8AE472AC,2007,1
SOZYWLD12AB01859CE,2010,0
SOBCOMU12A8C1330B0,2003,16
SOACIFE12AB0187C9C,2010,0
SOGCJBR12AB0184C53,2016,0
SOAWLJU12AB017FF58,2008,0
SOOJFIH12A8C142FF5,2002,0
SOFRPEI12A8C13407E,2000,3
SOSRGHC12AB01869E0,2009,6
SOJLTEX12AB0184688,2015,7
SOAGUHP12A58A77F2C,1991,4
SONRQRW12AB01880EC,2018,0
SOUWPSC12A81C2193E,2006,0
SOXHLIO12AB0185C6F,2021,5
SOVXRTG12AC468A7C2,1995,4
SOHWZOW12AB017EE95,1994,0
SOQOPQU12A8C134960,1999,2
SOGVYSA12A8AE47E6A,1999,3
SOGBUZX12AB0188569,2010,6
SOMBCVV12A8C138D4B,2013,3
SOYWUIM12AB01851F1,2009,2
SOPOHQT12A8C13AFD3,1993,0
SOQVDWT12AC468A52B,2006,0
SOWTBHJ12AB0184F4D,2009,0
SOPQEVH12A8C135713,1975,6
SOQMTGB12A6D4F5285,1991,43
SOVKZLE12AB018A2F4,2010,10
SOMBKBP12AC468D7E2,2002,6
SOLTKCF12AB018600D,1993,6
SOSMJQM12AC4686FC7,2021,26
SOEMDLK12AB01860D9,2017,73
SOHDPPB12AC4687A5A,0,0
SOLKHLK12A8AE47A23,2001,35
SOYMCST12AB017E8AB,2008,0
SOMECAL12AF72A464D,1987,4
SOCCSCK12A58A7B859,1992,0
SONPTCR12A8C14141A,2009,0
SOEERUL12A8C144976,2007,9
SOCUDML12A5829113A,1990,2
SOTFZEZ12A6D4F79CF,1999,15
SOQONHY12AC468A056,2005,0
SOQZQVN12A58A7B99D,1990,0
SOWTLWU12A6D4FC350,1983,15
SOYUGSB12AB01865FA,0,0
SOADNGK12AB017F955,2011,0
SOGLAIH12A8C13795D,2020,0
SOYFKLP12AB018C767,2008,0
SONIQTE12A58A7A189,2002,5
SORIAMF12A8C14058D,2022,18
SORPIQW12AB0179EA1,1985,1
SOKYYGN12A58A7C856,2006,0
SOEQLVJ12AB0186D17,2007,20
SOADLFU12A8C1393FD,2009,0
SOHKHWK12A8C134B2C,2006,3
SOEARAY12A8C139C21,2013,0
SORRBCN12AB017DC63,2018,26
SOWARKQ12AB0181960,2000,0
SOBYREB12A8C13CF88,2018,43
SOYQGMA12A6D4FA935,2004,0
SOSHNFD12AB0188458,2008,7
SOFNSNQ12AB01833D2,1997,7
SOQQIOF12A8AE47FD0,2006,0
SOTOIUP12AB0180CA0,1992,3
SONOWJT12A81C23646,2007,3
SOWDQHL12A6D4FAE8F,2019,16
SOKHJYT12A8C13731B,1996,10
SOFYDKI12A8C13F96E,2013,0
SOUTSOK12A8C146665,2008,0
SOKFQQD12A8C138826,1997,5
SOYRCSM12AB0181154,2008,0
SOMXUAV12AB0188A0E,2005,45
SOAECMT12AB0183897,1967,0
SODKPKO12A58A79DF7,2005,15
SOIGYUY12A6D4F8A3F,2000,5
SORDHCR12A8C13EF5E,2019,14
SOAVOLU12AB01817A3,1938,20
SOFBETS12AB018BE24,1995,32
SOLXJZP12A8C1352AE,2005,0
SOBXWEW12AB017FB9B,2008,13
SOCBMQQ12A8C14447A,2009,0
SOZVJGT12A8C137370,1996,26
SOBBENR12A8C134234,2018,18
SOZUSPS12AB018DD52,1974,0
SOVHTEG12AB0188A10,1997,13
SONYTNS12A8C1374D9,1974,19
SOQSAOA12A8C1435BF,2004,0
SOQUHIF12A8C131AE9,1984,0
SODNZDE12AB0184C18,2009,0
SOXAXWG12A81C20D97,1981,7
SOQQXZF12AB01805D8,2000,1
SOQASQZ12A8C14213B,2002,8
SOOCHHF12AAFF4419A,1990,14
SOWNMUN12AB0188EA9,2022,38
SOHWREF12A58A7EC7F,2002,0
SOGWECM12AAF3B477E,2022,35
SOZGUKP12AB018A2E2,2015,7
SOVQQYE12AB0183BD8,1989,19
SONNWOE12A6D4F8272,1984,8
SOYDJQU12AB018BD6F,2009,19
SOSMUCO12A8C13AE8E,2019,31
SOEWQBT12AC3DF93A7,2010,0
SOUVAZT12AB017C119,2005,5
SOVGPMI12AB0183BA2,2008,1
SOJUTVA12A8151E862,2021,14
SOHJJTY12A8C139876,2007,13
SOVRBKR12A8C133AF2,2021,1
SORYJIP12A8C139505,1997,6
SOZTRYZ12A8C13D285,2006,28
SOKHHXO12A8C13D2DF,1998,1
SOTXHWZ12A8C13265A,2000,0
SOOSUPK12AAF3B516F,1996,0
SOUXDZD12AB018AC5C,2009,8
SOFVLOG12AB0180AB2,2021,14
SONCOOV12A58A79316,1985,4
SOASRTP12A6310E086,2008,28
SOLVXJJ12AB0181253,2002,0
SOUXPMN12AB018CFDD,2021,35
SOHIPGT12AB018CDAF,2009,0
SOJDMGZ12AAA15FC1E,1998,11
SOLIERS12A58A75718,2008,5
SOOOWUL12AB0182785,2003,10
SOGVKJE12AB017DA9C,1969,0
SOXZRXO12A8C134918,1988,5
SOWLRCG12A6D4F7D25,2005,10
SOEUWCB12AB0183A31,2004,11
SOENVPC12A58A771C4,2016,3
SOQYRAY12AC3DFAFB0,1994,4
SOVKRGY12A8C13981D,2005,0
SOXYJAJ12A81C22F87,1987,3
SOSKQYI12A6D4F95E2,2004,18
SOZERJS12AC9070FF3,2018,8
SOJKFQE12A58A7CA77,2015,11
SOBASZR12AB0188D8E,2007,0
SOQEEGM12A8C13C4EF,1987,0
SOQPGGJ12A8C13ABEB,1998,6
SOGBOCA12A582A2A78,1995,0
SODVART12AB0188835,2006,1
SODYQME12A6D4F6FB4,1967,17
SOQGYLZ12A8C1445A1,2008,13
SOZPRDS12A8C134E2E,1983,7
SOBUBWM12AB0185123,1990,0
SOVIZEV12A8C1377F2,2008,0
SONGGNI12AB0184B1E,2021,12
SONBSUA12A8AE47EE5,1981,25
SOCGTRV12AAA15DE67,2005,3
SOENKHG12A58A79945,2002,2
SOVNIWE12A8C144C9E,2010,1
SOIRCZT12A8C13F724,2008,2
SOKSSME12AB0187610,2000,0
SODSKGE12A8C144435,2005,0
SOCQTHA12AB0181C33,2005,6
SOXHXDU12A8C13BAF0,1992,0
SOAOXXE12AB0182517,1994,1
SOGUEML12AB01850DA,2006,0
SONRCXL12A8C13ABE3,2008,11
